id,subject,topic,question,A,B,C,D,answer,explanation,categoryKey,categoryLabel
248,Networks,Topology,Star topology?,All connected in ring,All connected to central hub/switch,Bus line,Mesh connections,B,Star topology: all devices connect to a central hub or switch,networks,Computer Networks and Cloud Computing
249,Networks,Security,VPN stands for?,Virtual Private Network,Virtual Public Network,Variable Private Node,Virtual Protocol Network,A,VPN = Virtual Private Network — encrypted private connection over internet,networks,Computer Networks and Cloud Computing
250,Networks,Protocols,DHCP assigns?,Static IP,Dynamic IP addresses automatically,MAC addresses,Domain names,B,DHCP dynamically assigns IP addresses to devices on a network,networks,Computer Networks and Cloud Computing
251,Networks,OSI,Session layer manages?,Data formatting,Establishing maintaining terminating communication sessions,Routing,Bit transmission,B,Session layer manages dialogue between two systems,networks,Computer Networks and Cloud Computing
252,Networks,OSI,Presentation layer?,Routes packets,Data formatting translation and encryption/decryption,Flow control,Physical transmission,B,Presentation layer handles data format translation and encryption,networks,Computer Networks and Cloud Computing
253,Networks,OSI,Application layer?,Physical transmission,Provides network services to end-user applications,Routing,Flow control,B,Application layer: HTTP FTP SMTP DNS — interfaces with applications,networks,Computer Networks and Cloud Computing
254,Networks,Wireless,Wi-Fi uses which technology?,Bluetooth,IEEE 802.11 wireless LAN standard,Ethernet,Satellite,B,Wi-Fi is based on IEEE 802.11 standards for wireless networking,networks,Computer Networks and Cloud Computing
255,Networks,Security,Encryption ensures?,Faster data,Data confidentiality by encoding information,Data compression,Data deletion,B,Encryption encodes data so only authorized parties can read it,networks,Computer Networks and Cloud Computing
256,Networks,Protocols,SSH is used for?,File storage,Secure remote access to systems,Sending emails,Web browsing,B,SSH = Secure Shell — encrypted protocol for secure remote login,networks,Computer Networks and Cloud Computing
257,Networks,IP,Subnet mask?,IP address,Divides network into subnetworks,MAC address,Domain name,B,Subnet mask determines which portion of IP is network vs host,networks,Computer Networks and Cloud Computing
258,Networks,Cloud,Cloud computing benefit?,Always offline,Scalability and on-demand resource access,Fixed capacity,High local cost,B,Cloud provides scalability elasticity and on-demand resource provisioning,networks,Computer Networks and Cloud Computing
259,Networks,Security,DDoS attack?,Data encryption,Overwhelming a server with traffic to deny service,Network optimization,Data compression,B,DDoS = Distributed Denial of Service — floods server to make unavailable,networks,Computer Networks and Cloud Computing
260,Networks,Next Gen,5G compared to 4G?,Same speed,Faster speed lower latency,Slower,Less secure,B,5G offers significantly faster speeds and lower latency than 4G,networks,Computer Networks and Cloud Computing
261,OS,Basics,Operating system is?,Application software,System software managing hardware and software resources,Database,Compiler,B,OS is system software that manages hardware and software resources,os,Operating Systems
262,OS,Process,Process is?,Program stored on disk,Program in execution,Data file,Thread,B,Process = program in execution with its own memory and state,os,Operating Systems
263,OS,Process,PCB stands for?,Process Control Block,Program Control Block,Process Central Block,Program Central Base,A,PCB = Process Control Block stores all process information,os,Operating Systems
264,OS,Scheduling,Round Robin scheduling?,Longest job first,Each process gets equal fixed time quantum,Shortest job first,Priority-based,B,Round Robin gives each process equal CPU time in circular fashion,os,Operating Systems
265,OS,Deadlock,Deadlock occurs when?,CPU is fast,Processes wait forever for resources held by each other,Memory is full,Disk is slow,B,Deadlock: circular wait where processes can never proceed,os,Operating Systems
266,OS,Memory,Virtual memory?,Physical RAM only,Extends RAM using disk space,Cache memory,Register,B,Virtual memory uses disk space to extend available memory,os,Operating Systems
267,OS,Memory,Paging in OS?,Sequential memory allocation,Divides memory into fixed-size pages,Memory compression,Disk management,B,Paging divides memory into fixed-size pages to manage allocation,os,Operating Systems
268,OS,Scheduling,FCFS scheduling?,Shortest job first,First come first served — first arrived process runs first,Priority-based,Round Robin,B,FCFS = First Come First Served — simplest scheduling algorithm,os,Operating Systems
269,OS,Deadlock,Deadlock prevention?,Allow circular wait,Ensure at least one deadlock condition cannot hold,Ignore deadlock,Restart system,B,Deadlock prevention eliminates one of the four necessary conditions,os,Operating Systems
270,OS,FileSystem,File system manages?,CPU scheduling,Organization and access of files on storage,Network connections,Memory pages,B,File system organizes stores and manages access to files,os,Operating Systems
271,OS,Process,Thread vs Process?,Same thing,Thread is lighter unit of execution within process sharing same memory,Thread uses more memory,Process is part of thread,B,Threads share process memory space; lighter weight than processes,os,Operating Systems
272,OS,Memory,Cache memory purpose?,Long-term storage,High-speed buffer between CPU and main memory,Backup storage,Network buffer,B,Cache stores frequently used data near CPU for fast access,os,Operating Systems
273,OS,Scheduling,SJF scheduling?,First come first served,Shortest job runs next (minimum burst time),Priority-based,Round Robin,B,SJF = Shortest Job First — minimizes average waiting time,os,Operating Systems
274,OS,Memory,Segmentation?,Fixed-size memory blocks,Variable-size logical units matching program structure,Paging alternative,Cache management,B,Segmentation divides memory into variable-size logical segments,os,Operating Systems
275,OS,Process,Context switching?,Starting new process,Saving state of one process and loading another,Killing process,Creating thread,B,Context switch saves and restores process state when switching CPU,os,Operating Systems
276,OS,Security,Access control in OS?,Open access to all,Controls which users/processes can access resources,Network control,Memory control,B,Access control restricts resource access based on permissions,os,Operating Systems
277,OS,Deadlock,Banker's algorithm?,Memory allocation,Deadlock avoidance algorithm checking safe state,Process scheduling,File management,B,Banker's algorithm avoids deadlock by checking for safe states,os,Operating Systems
278,OS,Memory,Page fault?,Normal operation,When page not in RAM and must be loaded from disk,Memory overflow,CPU error,B,Page fault occurs when referenced page is not in physical memory,os,Operating Systems
279,OS,Process,Semaphore is used for?,Memory allocation,Process synchronization and mutual exclusion,File access,Network communication,B,Semaphore is a synchronization primitive for concurrent processes,os,Operating Systems
280,OS,FileSystem,Inode in Linux?,Directory,Data structure storing file metadata,File content,Network socket,B,Inode stores file metadata (size permissions timestamps) not name,os,Operating Systems
281,Cyber Security,Basics,Cryptography is used for?,Data storage,Secure communication through encryption,Data deletion,Data compression,A,Cryptography protects data by encoding it for secure transmission,cyber_security,Cyber Security
282,Cyber Security,Malware,Malware means?,Secure software,Malicious software designed to harm systems,Database software,System software,B,Malware = malicious software (viruses worms trojans ransomware),cyber_security,Cyber Security
283,Cyber Security,Authentication,Authentication verifies?,Encryption,Identity of user or system,Availability,Integrity,B,Authentication confirms that a user or system is who they claim to be,cyber_security,Cyber Security
284,Cyber Security,Cryptography,Symmetric encryption uses?,Different keys for encrypt/decrypt,Same key for both encryption and decryption,Public key only,No keys,B,Symmetric encryption uses the same key for encryption and decryption,cyber_security,Cyber Security
285,Cyber Security,Attacks,Phishing attack?,Hardware attack,Social engineering tricking users into revealing credentials,Software bug,Network attack,B,Phishing deceives users into revealing passwords or personal info,cyber_security,Cyber Security
286,Cyber Security,Cryptography,Public key in asymmetric cryptography?,Secret key,Freely shared key for encryption,Used for decryption,Same as private key,B,Public key is shared openly and used to encrypt messages,cyber_security,Cyber Security
287,Cyber Security,Attacks,Ransomware?,Antivirus,Malware that encrypts data and demands payment,Firewall,VPN,B,Ransomware encrypts victim's data and demands ransom for decryption,cyber_security,Cyber Security
288,Cyber Security,Network,Network security goal?,Slow down network,Protect network data integrity confidentiality availability,Delete old data,Compress data,B,Network security protects data during transmission and network resources,cyber_security,Cyber Security
289,Cyber Security,Web,SQL injection defense?,Open database,Parameterized queries and input validation,Disable firewall,Use HTTP,B,Parameterized queries prevent SQL injection by treating input as data,cyber_security,Cyber Security
290,Cyber Security,Digital Forensics,Digital forensics?,Data encryption,Investigation of digital crimes and evidence,Network monitoring,Software testing,B,Digital forensics investigates cybercrimes and collects digital evidence,cyber_security,Cyber Security
291,Cyber Security,Attacks,Zero-day vulnerability?,Fixed vulnerability,Unknown/unpatched vulnerability not yet addressed by vendor,Old bug,Known bug,B,Zero-day is unknown vulnerability with no available patch yet,cyber_security,Cyber Security
292,Cyber Security,Basics,CIA triad stands for?,Computers Internet Applications,Confidentiality Integrity Availability,Central Intelligence Agency,Code Integrity Assurance,B,CIA = Confidentiality Integrity Availability — core security principles,cyber_security,Cyber Security
293,Cyber Security,Cryptography,Hash function properties?,Reversible,One-way function producing fixed-size output,Slow,Encrypted,B,Hash functions are one-way — cannot reverse hash to get original data,cyber_security,Cyber Security
294,Cyber Security,Authentication,Two-factor authentication uses?,Password only,Two different types of verification,No password,Biometrics only,B,2FA requires two different authentication factors for access,cyber_security,Cyber Security
295,Cyber Security,Attacks,Man-in-the-middle attack?,Physical theft,Attacker intercepts communication between two parties,Malware installation,Password guessing,B,MITM attacker secretly intercepts and possibly alters communications,cyber_security,Cyber Security
296,Cyber Security,Basics,Vulnerability vs Threat?,Same thing,Vulnerability is weakness; threat is potential danger exploiting it,Threat is weakness,No difference,B,Vulnerability is weakness; threat is actor/event that exploits it,cyber_security,Cyber Security
297,Cyber Security,Network,IDS stands for?,Internet Detection System,Intrusion Detection System,Internal Data System,Integration Detection Software,B,IDS = Intrusion Detection System monitors for suspicious activity,cyber_security,Cyber Security
298,Cyber Security,Cryptography,SSL/TLS used for?,Data storage,Secure encrypted web communication,Data compression,Malware protection,B,SSL/TLS encrypts data transmitted between browser and web server,cyber_security,Cyber Security
299,Cyber Security,Web,OWASP focuses on?,Network security,Web application security vulnerabilities,Database security,Physical security,B,OWASP = Open Web Application Security Project — web security standard,cyber_security,Cyber Security
300,Cyber Security,Incident,Incident response steps?,Ignore incidents,Identify contain eradicate recover and learn from incidents,Report only,Restart systems,B,Incident response: Preparation Identification Containment Eradication Recovery,cyber_security,Cyber Security
301,Problem Solving,Quantitative Reasoning,"If x/4 = 8, then x = ?",2,32,4,16,B,x = 8 × 4 = 32,problem_solving,Problem Solving And Analytical Skills
302,Problem Solving,Logical Reasoning,A is taller than B. B is taller than C. Who is shortest?,A,B,C,Cannot determine,C,Transitive comparison: A>B>C so C is shortest,problem_solving,Problem Solving And Analytical Skills
303,Problem Solving,Algorithmic Thinking,Greedy algorithm?,Considers all possibilities,Makes locally optimal choice at each step,Uses recursion only,Random approach,B,Greedy makes best choice at each step without reconsidering,problem_solving,Problem Solving And Analytical Skills
304,Problem Solving,Pattern Recognition,Complete: Circle is to Sphere as Square is to?,Triangle,Cube,Rectangle,Cylinder,B,Circle (2D) → Sphere (3D); Square (2D) → Cube (3D),problem_solving,Problem Solving And Analytical Skills
305,Problem Solving,Complexity,O(2^n) is called?,Linear,Polynomial,Exponential,Logarithmic,C,O(2^n) is exponential complexity — grows extremely fast,problem_solving,Problem Solving And Analytical Skills
306,Problem Solving,Debugging,Breakpoint in debugging?,Deletes code,Pauses program execution at specific line,Speeds up code,Compiles code,B,Breakpoints pause execution so developer can inspect state,problem_solving,Problem Solving And Analytical Skills
307,Problem Solving,Quantitative Reasoning,Simple interest formula?,P × R × T / 100,P + R + T,P × (1+R)^T,P/R/T,A,SI = Principal × Rate × Time / 100,problem_solving,Problem Solving And Analytical Skills
308,Problem Solving,Logical Reasoning,Neither A nor B means?,A and B,Not A and not B,A or B,A but not B,B,Neither...nor means both are false/negative,problem_solving,Problem Solving And Analytical Skills
309,Problem Solving,Algorithmic Thinking,Divide and conquer?,Solve without dividing,Divide problem into smaller subproblems solve recursively,Greedy approach,Dynamic programming,B,Divide and conquer: divide into subproblems solve combine results,problem_solving,Problem Solving And Analytical Skills
310,Problem Solving,Pattern Recognition,Analog: Hot is to Cold as Light is to?,Bright,Dark,Sun,Lamp,B,Hot↔Cold are opposites; Light↔Dark are opposites,problem_solving,Problem Solving And Analytical Skills
311,Programming,OOP,Encapsulation best described as?,Inheriting methods,Bundling data and methods together hiding internal details,Multiple inheritance,Method overloading,B,Encapsulation wraps data + methods and restricts direct access,programming,Programming (C++/Java/Python)
312,Programming,Control Structures,Nested loop complexity?,O(n),O(n²) for two nested loops of size n,O(log n),O(1),B,Two nested loops each of size n = n×n = O(n²),programming,Programming (C++/Java/Python)
313,Programming,Memory,Memory leak?,Fast memory access,Memory allocated but never freed causing waste,Garbage collection,Memory optimization,B,Memory leak = allocated memory never released causing growing waste,programming,Programming (C++/Java/Python)
314,Programming,OOP,Multiple inheritance means?,One parent class,Child inherits from multiple parent classes,No inheritance,Single inheritance,B,Multiple inheritance allows class to inherit from multiple base classes,programming,Programming (C++/Java/Python)
315,Programming,Strings,String is immutable in?,C++,Java/Python — string objects cannot be changed once created,JavaScript,C,B,In Java and Python strings are immutable — new string created on change,programming,Programming (C++/Java/Python)
316,Programming,Data Types,When int overflows it?,Stops program,Wraps around (undefined behavior in C++),Returns null,Throws exception always,B,Integer overflow wraps around in most languages (UB in C++),programming,Programming (C++/Java/Python)
317,Programming,Functions,Higher-order function?,Basic function,Function that takes functions as arguments or returns function,Recursive function,Static function,B,Higher-order functions treat other functions as data,programming,Programming (C++/Java/Python)
318,Programming,OOP,Destructor in C++?,Creates object,Called automatically when object is destroyed,Initializes object,Is inherited,B,Destructor cleans up when object goes out of scope (~ prefix in C++),programming,Programming (C++/Java/Python)
319,Programming,Algorithms,Linear search vs binary search?,Same performance,Binary search faster O(log n) but needs sorted array,Linear search is faster,No difference,B,Binary O(log n) vs Linear O(n) but binary needs sorted array,programming,Programming (C++/Java/Python)
320,Programming,OOP,Access modifier private means?,Accessible everywhere,Accessible only within same class,Accessible in subclass,Accessible in package,B,Private members accessible only within the declaring class,programming,Programming (C++/Java/Python)
321,Data Structures,Graphs,Topological sort applies to?,Undirected graphs,Directed Acyclic Graphs (DAG),Weighted graphs,Cyclic graphs,B,Topological sort orders vertices of a DAG (no cycles allowed),dsa,Data Structures & Algorithms
322,Data Structures,Trees,Red-Black tree?,Unbalanced BST,Self-balancing BST with color properties,Heap structure,Graph structure,B,Red-Black tree maintains approximate balance using color properties,dsa,Data Structures & Algorithms
323,Data Structures,Sorting,Counting sort?,Comparison-based,Non-comparison sort for integers in limited range,O(n²) always,Works on any data type,B,Counting sort is O(n+k) non-comparison sort for integer data,dsa,Data Structures & Algorithms
324,Data Structures,Hashing,Open addressing in hashing?,Uses linked lists for collision,Finds next empty slot in table for collision resolution,Ignores collisions,Separate chaining,B,Open addressing probes for next available slot on collision,dsa,Data Structures & Algorithms
325,Data Structures,Graphs,Minimum spanning tree?,Longest path,Tree connecting all vertices with minimum total edge weight,Shortest path,Maximum flow,B,MST connects all vertices with minimum total weight (Prim's Kruskal's),dsa,Data Structures & Algorithms
326,Data Structures,Linear,Circular linked list?,Linear list,Last node points back to first node creating circle,Doubly linked,Tree structure,B,Circular linked list: last node's next points to head,dsa,Data Structures & Algorithms
327,Data Structures,Trees,Trie data structure?,Numerical tree,Tree for efficient string prefix searching,Graph,Hash table,B,Trie stores strings for efficient prefix-based searching,dsa,Data Structures & Algorithms
328,Data Structures,Sorting,Radix sort?,Comparison sort,Sorts by processing digits from least to most significant,O(n²),Recursive only,B,Radix sort processes digits/characters from LSD to MSD,dsa,Data Structures & Algorithms
329,Data Structures,Graphs,Floyd-Warshall algorithm?,Shortest path from one source,All-pairs shortest path algorithm,Minimum spanning tree,Topological sort,B,Floyd-Warshall finds shortest paths between all pairs of vertices,dsa,Data Structures & Algorithms
330,Data Structures,Complexity,Amortized analysis?,Worst case only,Average cost per operation over sequence of operations,Best case only,Space complexity,B,Amortized analysis averages cost over sequence of operations,dsa,Data Structures & Algorithms
331,Databases,SQL,INNER JOIN returns?,All rows from left table,Rows with matching values in both tables,All rows from right table,All rows from both tables,B,INNER JOIN returns only rows with matching values in both tables,databases,Databases
332,Databases,SQL,LEFT JOIN returns?,Matching rows only,All left table rows and matching right table rows,All right table rows,No rows,B,LEFT JOIN returns all left rows + matching right rows (NULL if no match),databases,Databases
333,Databases,Transactions,Deadlock in database?,Fast query,Two transactions waiting for each other's locks,Data corruption,Index error,B,Database deadlock: two transactions each waiting for the other's lock,databases,Databases
334,Databases,NoSQL,MongoDB is?,Relational database,NoSQL document-oriented database,SQL database,Graph database,B,MongoDB stores data as JSON-like BSON documents (NoSQL),databases,Databases
335,Databases,SQL,UNION operator?,Joins columns,Combines results of two SELECT statements removing duplicates,Filters rows,Creates index,B,UNION combines two result sets and removes duplicate rows,databases,Databases
336,Databases,Architecture,Three-tier architecture?,Client only,Presentation Logic Data tiers,Two-tier only,Single tier,B,Three-tier: Presentation (UI) + Logic (Application) + Data (Database),databases,Databases
337,Databases,SQL,TRUNCATE vs DELETE?,Same operation,TRUNCATE removes all rows faster; DELETE can be conditional,DELETE is faster,TRUNCATE has WHERE clause,B,TRUNCATE is faster bulk removal; DELETE allows WHERE conditions,databases,Databases
338,Databases,Normalization,Lossless decomposition?,Loses data,No information lost when table is split during normalization,Always loses data,Irreversible,B,Lossless decomposition preserves all data when splitting relations,databases,Databases
339,Databases,Security,Database encryption?,Slows database,Protects stored data from unauthorized access,Increases storage,Removes indexes,B,Database encryption protects data at rest from unauthorized access,databases,Databases
340,Databases,SQL,Stored procedure?,Query result,Precompiled SQL code stored in database for reuse,View,Trigger,B,Stored procedure is saved SQL code executed by calling its name,databases,Databases
341,Web Dev,JavaScript,Promise in JavaScript?,Synchronous call,Object representing eventual completion/failure of async operation,HTML element,CSS property,B,Promise handles async operations with then() catch() methods,web_development,Web Development
342,Web Dev,Backend,Authentication vs Authorization?,Same concept,Authentication verifies identity; authorization checks permissions,Authorization verifies identity,No difference,B,Auth-n = who are you; Auth-z = what can you do,web_development,Web Development
343,Web Dev,CSS,CSS Box Model layers (inside-out)?,Margin Padding Border Content,Content Padding Border Margin,Border Content Padding Margin,Padding Content Margin Border,B,Box model from inside: Content → Padding → Border → Margin,web_development,Web Development
344,Web Dev,HTML,<!DOCTYPE html> declaration?,HTML comment,Declares HTML5 document type,CSS style,JavaScript,B,DOCTYPE declaration tells browser what HTML version is being used,web_development,Web Development
345,Web Dev,JavaScript,Event listener in JS?,CSS rule,Function that responds to user/browser events,HTML attribute,PHP function,B,Event listeners wait for events (click scroll keypress) and respond,web_development,Web Development
346,Web Dev,Backend,API stands for?,Application Programming Interface,Application Protocol Integration,Automated Programming Interface,Application Process Integration,A,API = Application Programming Interface — enables software communication,web_development,Web Development
347,Web Dev,CSS,position: absolute means?,Static position,Positioned relative to nearest positioned ancestor,Fixed to viewport,Relative to itself,B,Absolute positioning is relative to nearest positioned ancestor element,web_development,Web Development
348,Web Dev,Security,HTTPS certificate issued by?,Any website,Certificate Authority (CA),Browser,Developer,B,TLS/SSL certificates are issued by trusted Certificate Authorities,web_development,Web Development
349,Web Dev,JavaScript,JSON stands for?,JavaScript Object Notation,Java Standard Object Notation,JavaScript Oriented Node,Java Script Open Notation,A,JSON = JavaScript Object Notation — lightweight data interchange format,web_development,Web Development
350,Web Dev,Frontend,SPA stands for?,Simple Page Application,Single Page Application,Standard Page Application,Static Page Application,B,SPA loads once and dynamically updates without full page reloads,web_development,Web Development
351,Software Eng,Testing,Load testing?,Unit testing,Tests system performance under expected load conditions,Code review,Security testing,B,Load testing verifies system handles expected user load,software_engineering,Software Engineering
352,Software Eng,Design,SOLID principles in OOP?,Security guidelines,Five design principles for maintainable object-oriented code,Sorting algorithms,Network protocols,B,SOLID: Single Responsibility Open/Closed Liskov Substitution Interface Dependency,software_engineering,Software Engineering
353,Software Eng,Agile,Kanban?,Waterfall method,Visual workflow management method,Database technique,Testing framework,B,Kanban visualizes work in progress with columns and cards,software_engineering,Software Engineering
354,Software Eng,Models,Prototype model?,No testing,Build working prototype first to gather feedback,Sequential development,No requirements,B,Prototyping builds early model to clarify requirements and gather feedback,software_engineering,Software Engineering
355,Software Eng,Quality,Technical debt?,Financial debt,Shortcuts taken now that create more work later,Code quality metric,Bug count,B,Technical debt = cost of rework from choosing easy solution over better one,software_engineering,Software Engineering
356,Software Eng,Design,Observer pattern?,Creates objects,Notifies dependent objects when state changes,Destroys objects,Singleton pattern,B,Observer pattern: subject notifies all registered observers of state changes,software_engineering,Software Engineering
357,Software Eng,Testing,Smoke testing?,Performance test,Quick basic test to check if build is testable,Security test,Load test,B,Smoke testing checks basic functionality before extensive testing,software_engineering,Software Engineering
358,Software Eng,Design,Microservices architecture?,Single large application,Application as collection of small independent services,Monolithic design,Database design,B,Microservices = small independent deployable services communicating via APIs,software_engineering,Software Engineering
359,Software Eng,Requirements,Requirement elicitation techniques include?,Only interviews,Interviews surveys workshops observations prototyping,Only surveys,Only documentation,B,Requirement gathering uses multiple techniques to capture needs,software_engineering,Software Engineering
360,Software Eng,Configuration,Continuous Integration?,Manual deployment,Automatically building and testing code changes frequently,Weekly builds,Only testing,B,CI automatically integrates code changes and runs tests continuously,software_engineering,Software Engineering
361,AI ML,Supervised,Naive Bayes classifier?,Always wrong,Probabilistic classifier based on Bayes theorem with independence assumption,Neural network,Clustering,B,Naive Bayes uses Bayes theorem assuming feature independence,ai_ml,AI / Machine Learning and Data Analytics
362,AI ML,Deep Learning,Dropout in neural networks?,Adds neurons,Randomly deactivates neurons during training to prevent overfitting,Speeds training,Increases parameters,B,Dropout prevents overfitting by randomly zeroing activations during training,ai_ml,AI / Machine Learning and Data Analytics
363,AI ML,Evaluation,ROC curve measures?,Speed,Trade-off between true positive rate and false positive rate,Memory,Accuracy only,B,ROC curve shows TPR vs FPR at various classification thresholds,ai_ml,AI / Machine Learning and Data Analytics
364,AI ML,Basics,Epoch in ML training?,Learning rate,One complete pass through entire training dataset,Batch size,Test accuracy,B,Epoch = one full pass through the training data,ai_ml,AI / Machine Learning and Data Analytics
365,AI ML,NLP,Word embedding?,Word count,Dense numerical vector representation of words,Character count,Binary encoding,B,Word embeddings (Word2Vec GloVe) map words to dense vectors,ai_ml,AI / Machine Learning and Data Analytics
366,AI ML,Deep Learning,Batch normalization?,Data preprocessing,Normalizes layer inputs to stabilize and speed training,Final layer,Input normalization,B,Batch norm normalizes intermediate outputs to improve training stability,ai_ml,AI / Machine Learning and Data Analytics
367,AI ML,Supervised,Logistic regression predicts?,Continuous values,Probability of binary class (0 or 1),Clusters,Time series,B,Logistic regression outputs probability for binary classification,ai_ml,AI / Machine Learning and Data Analytics
368,AI ML,Basics,Feature engineering?,Data collection,Creating or transforming features to improve model performance,Model deployment,Model evaluation,B,Feature engineering creates better input representations for models,ai_ml,AI / Machine Learning and Data Analytics
369,AI ML,Unsupervised,Dimensionality reduction?,Adds features,Reduces number of features while preserving information,Increases complexity,Data collection,B,Dimensionality reduction (PCA t-SNE) reduces features while keeping info,ai_ml,AI / Machine Learning and Data Analytics
370,AI ML,Ethics,Explainable AI (XAI)?,Black box AI,AI systems that can explain their decisions,Faster AI,More expensive AI,B,XAI makes AI decision-making transparent and understandable,ai_ml,AI / Machine Learning and Data Analytics
371,Networks,Security,Packet sniffing?,Sending packets,Capturing and analyzing network traffic,Blocking packets,Routing packets,B,Packet sniffing captures network packets for analysis (can be malicious),networks,Computer Networks and Cloud Computing
372,Networks,Protocols,ARP stands for?,Address Resolution Protocol,Application Routing Protocol,Automated Routing Process,Access Resolution Program,A,ARP = Address Resolution Protocol — maps IP to MAC address,networks,Computer Networks and Cloud Computing
373,Networks,Topology,Mesh topology?,Linear connections,Every device connected to every other device,Star topology,Ring topology,B,Full mesh: every node directly connected to every other node,networks,Computer Networks and Cloud Computing
374,Networks,Cloud,Hybrid cloud?,Only public cloud,Combination of public and private cloud,Only private cloud,On-premises only,B,Hybrid cloud combines public and private cloud environments,networks,Computer Networks and Cloud Computing
375,Networks,Protocols,ICMP is used for?,Email,Network diagnostic messages (e.g. ping),File transfer,Web browsing,B,ICMP = Internet Control Message Protocol — used by ping traceroute,networks,Computer Networks and Cloud Computing
376,Networks,IP,Private IP range 192.168.x.x is?,Public IP,Private IP for local networks,Reserved for servers,For IPv6,B,192.168.0.0/16 is reserved for private local area networks,networks,Computer Networks and Cloud Computing
377,Networks,Security,Intrusion Prevention System (IPS)?,Detects only,Detects and actively blocks/prevents intrusions,Stores logs,Routes traffic,B,IPS both detects and actively prevents/blocks detected intrusions,networks,Computer Networks and Cloud Computing
378,Networks,Cloud,Auto-scaling in cloud?,Fixed resources,Automatically adjusts resources based on demand,Manual scaling,No scaling,B,Auto-scaling dynamically adjusts compute resources based on load,networks,Computer Networks and Cloud Computing
379,Networks,Protocols,NAT stands for?,Network Address Translation,Node Access Technology,Network Access Transfer,None of these,A,NAT = Network Address Translation — maps private IPs to public IPs,networks,Computer Networks and Cloud Computing
380,Networks,Wireless,Bluetooth range?,1 km,~10-100 meters depending on class,1000 meters,Unlimited,B,Bluetooth short-range wireless typically 10-100m,networks,Computer Networks and Cloud Computing
381,OS,Scheduling,Priority scheduling?,FIFO order,Process with highest priority runs first,Random order,Round Robin,B,Priority scheduling always executes highest priority process first,os,Operating Systems
382,OS,Memory,Thrashing in OS?,Fast execution,Excessive paging causing very slow performance,Memory optimization,Fast context switch,B,Thrashing: system spends more time paging than executing useful work,os,Operating Systems
383,OS,FileSystem,FAT stands for?,File Allocation Table,File Access Technology,Fast Allocation Transfer,File Attribute Table,A,FAT = File Allocation Table — stores where files are on disk,os,Operating Systems
384,OS,Process,Zombie process?,Malware,Process that has finished but entry remains in process table,Running process,Sleeping process,B,Zombie process completed but parent hasn't read its exit status,os,Operating Systems
385,OS,Memory,Demand paging?,Load all pages,Load pages only when they are needed (on access),Random loading,Preload all pages,B,Demand paging loads memory pages only when first referenced,os,Operating Systems
386,OS,Security,setuid bit in Linux?,Sets user ID,Allows program to run with owner's privileges,Deletes file,Changes group,B,setuid allows program execution with the file owner's permissions,os,Operating Systems
387,OS,Process,IPC stands for?,Internal Process Control,Inter-Process Communication,Input Process Control,Internal Program Communication,B,IPC = Inter-Process Communication — mechanisms for processes to communicate,os,Operating Systems
388,OS,Scheduling,Multilevel queue scheduling?,Single queue,Multiple queues for different process types with different priorities,Random,FCFS only,B,Multilevel queues separate processes (system/interactive/batch) with priority,os,Operating Systems
389,OS,Memory,Working set model?,Fixed memory,Set of pages a process actively uses at a given time,All pages,No pages,B,Working set is the set of pages referenced recently by a process,os,Operating Systems
390,OS,FileSystem,Hard link vs soft link?,Same thing,Hard link: another name for file; soft link: pointer to file path,No difference,Soft link is faster,B,Hard link shares inode; soft/symbolic link is pointer to path,os,Operating Systems
391,Cyber Security,Cryptography,RSA is?,Symmetric cipher,Asymmetric public-key cryptosystem,Hash function,Block cipher,B,RSA is asymmetric encryption using public/private key pair,cyber_security,Cyber Security
392,Cyber Security,Attacks,Brute force attack?,Targeted guess,Systematically trying all possible combinations to find password,Phishing,SQL injection,B,Brute force tries every possible combination until finding the right one,cyber_security,Cyber Security
393,Cyber Security,Web,HTTPS uses which port?,80,443,21,25,B,HTTPS uses port 443 (HTTP uses port 80),cyber_security,Cyber Security
394,Cyber Security,Basics,Principle of least privilege?,Give maximum access,Give minimum access needed to perform job,No access control,Full admin access,B,Least privilege: users get only minimum permissions needed,cyber_security,Cyber Security
395,Cyber Security,Attacks,Social engineering?,Technical attack,Manipulating people to reveal confidential information,Hardware attack,Network attack,B,Social engineering exploits human psychology rather than technical flaws,cyber_security,Cyber Security
396,Cyber Security,Digital Forensics,Chain of custody in forensics?,Evidence destruction,Documentation tracking who handled evidence and when,Evidence collection,Evidence analysis,B,Chain of custody documents all handling of digital evidence,cyber_security,Cyber Security
397,Cyber Security,Cryptography,AES stands for?,Advanced Encryption Standard,Automated Encryption System,Advanced Encoding System,Automated Encryption Standard,A,AES = Advanced Encryption Standard — widely used symmetric cipher,cyber_security,Cyber Security
398,Cyber Security,Network,Honeypot in security?,Sweet treat,Decoy system designed to attract and detect attackers,Firewall,Antivirus,B,Honeypot is decoy resource to detect and study attacker behavior,cyber_security,Cyber Security
399,Cyber Security,Attacks,DoS vs DDoS?,Same attack,DoS single source; DDoS multiple sources overwhelming server,DDoS is less severe,No difference,B,DDoS uses multiple compromised systems to launch the attack,cyber_security,Cyber Security
400,Cyber Security,Basics,Risk = Threat ×?,Speed,Vulnerability × Asset Value,Cost,User count,B,Risk = Threat × Vulnerability × Impact/Asset Value,cyber_security,Cyber Security
